state,year,value
Rajasthan,2016-17,68262616.0
Sikkim,2011-12,974218.0
Sikkim,2012-13,1081675.0
Sikkim,2013-14,1220293.0
Sikkim,2014-15,1355554.0
Sikkim,2015-16,1574320.0
Sikkim,2016-17,1816317.0
Tamil Nadu,2011-12,67447835.0
Tamil Nadu,2012-13,76829511.0
Tamil Nadu,2013-14,85887000.0
Tamil Nadu,2014-15,95735023.0
Tamil Nadu,2015-16,105708405.0
Tamil Nadu,2016-17,117197332.0
Telangana,2011-12,32513934.0
Telangana,2012-13,36402979.0
Telangana,2013-14,40828170.0
Telangana,2014-15,45627996.0
Telangana,2015-16,52299436.0
Telangana,2016-17,59781186.0
Tripura,2011-12,1741905.0
Tripura,2012-13,1963114.0
Tripura,2013-14,2332898.0
Tripura,2014-15,2664335.0
Tripura,2015-16,3247635.0
Tripura,2016-17,3566759.0
Uttar Pradesh,2011-12,65815144.0
Uttar Pradesh,2012-13,74853480.0
Uttar Pradesh,2013-14,85488075.0
Uttar Pradesh,2014-15,91694358.0
Uttar Pradesh,2015-16,104380762.0
Uttar Pradesh,2016-17,118678388.0
Uttarakhand,2011-12,10195962.0
Uttarakhand,2012-13,11704126.0
Uttarakhand,2013-14,13181410.0
Uttarakhand,2014-15,14378887.0
Uttarakhand,2015-16,15827722.0
Uttarakhand,2016-17,17517753.0
West Bengal,2011-12,47320466.0
West Bengal,2012-13,53961873.0
West Bengal,2013-14,61747088.0
West Bengal,2014-15,65149179.0
West Bengal,2015-16,72599219.0
West Bengal,2016-17,79403350.0
Andaman & Nicobar Islands,2017-18,705900.0
Andaman & Nicobar Islands,2018-19,808847.0
Andaman & Nicobar Islands,2019-20,874221.0
Andaman & Nicobar Islands,2020-21,821473.0
Andaman & Nicobar Islands,2021-22,920576.0
Andaman & Nicobar Islands,2022-23,1061215.0
Andaman & Nicobar Islands,2023-24,1112280.0
Andaman & Nicobar Islands,2024-25,
Andhra Pradesh,2017-18,70589015.0
Andhra Pradesh,2018-19,79080974.0
Andhra Pradesh,2019-20,82803339.0
Andhra Pradesh,2020-21,87301914.0
Andhra Pradesh,2021-22,101211890.0
Andhra Pradesh,2022-23,116729625.0
Andhra Pradesh,2023-24,126739641.0
Andhra Pradesh,2024-25,142299773.0
Arunachal Pradesh,2017-18,2056156.0
Arunachal Pradesh,2018-19,2320338.0
Arunachal Pradesh,2019-20,2752608.0
Arunachal Pradesh,2020-21,2770253.0
Arunachal Pradesh,2021-22,2939109.0
Arunachal Pradesh,2022-23,3179486.0
Arunachal Pradesh,2023-24,3409825.0
Arunachal Pradesh,2024-25,3907053.0
Assam,2017-18,25372640.0
Assam,2018-19,27662475.0
Assam,2019-20,31103149.0
Assam,2020-21,30333113.0
Assam,2021-22,36426935.0
Assam,2022-23,43247140.0
Assam,2023-24,51654499.0
Assam,2024-25,57692006.0
Bihar,2017-18,43112771.0
Bihar,2018-19,48360364.0
Bihar,2019-20,53257326.0
Bihar,2020-21,51539717.0
Bihar,2021-22,58720462.0
Bihar,2022-23,68837168.0
Bihar,2023-24,79509721.0
Bihar,2024-25,89902050.0
Chandigarh,2017-18,3251136.0
Chandigarh,2018-19,3610631.0
Chandigarh,2019-20,3925447.0
Chandigarh,2020-21,3490812.0
Chandigarh,2021-22,4099484.0
Chandigarh,2022-23,5008352.0
Chandigarh,2023-24,5613798.0
Chandigarh,2024-25,
Chhattisgarh,2017-18,25203087.0
Chhattisgarh,2018-19,29425787.0
Chhattisgarh,2019-20,30861738.0
Chhattisgarh,2020-21,31127267.0
Chhattisgarh,2021-22,36668854.0
Chhattisgarh,2022-23,40548703.0
Chhattisgarh,2023-24,45242586.0
Chhattisgarh,2024-25,50040037.0
Delhi,2017-18,61363140.0
Delhi,2018-19,66580808.0
Delhi,2019-20,71284192.0
Delhi,2020-21,65796640.0
Delhi,2021-22,77135026.0
Delhi,2022-23,88429047.0
Delhi,2023-24,99177105.0
Delhi,2024-25,108376468.0
Goa,2017-18,6287267.0
Goa,2018-19,6508273.0
Goa,2019-20,6735418.0
Goa,2020-21,6578380.0
Goa,2021-22,7175632.0
Goa,2022-23,8371136.0
Goa,2023-24,9252190.0
Goa,2024-25,
Gujarat,2017-18,116637023.0
Gujarat,2018-19,131869594.0
Gujarat,2019-20,143747796.0
Gujarat,2020-21,143887309.0
Gujarat,2021-22,169807247.0
Gujarat,2022-23,193845955.0
Gujarat,2023-24,
Gujarat,2024-25,
Haryana,2017-18,57968490.0
Haryana,2018-19,62905459.0
Haryana,2019-20,66517672.0
Haryana,2020-21,65314553.0
Haryana,2021-22,78740292.0
Haryana,2022-23,86931538.0
Haryana,2023-24,97153422.0
Haryana,2024-25,108726942.0
Himachal Pradesh,2017-18,11970390.0
Himachal Pradesh,2018-19,12725727.0
Himachal Pradesh,2019-20,13669193.0
Himachal Pradesh,2020-21,12798672.0
Himachal Pradesh,2021-22,14312170.0
Himachal Pradesh,2022-23,16020379.0
Himachal Pradesh,2023-24,17580602.0
Himachal Pradesh,2024-25,19279449.0
Jammu & Kashmir*,2017-18,11707521.0
Jammu & Kashmir*,2018-19,13283175.0
Jammu & Kashmir*,2019-20,13510693.0
Jammu & Kashmir*,2020-21,13584869.0
Jammu & Kashmir*,2021-22,15201755.0
Jammu & Kashmir*,2022-23,16764482.0
Jammu & Kashmir*,2023-24,19130917.0
Jammu & Kashmir*,2024-25,21301008.0
Jharkhand,2017-18,24730153.0
Jharkhand,2018-19,28041702.0
Jharkhand,2019-20,28292445.0
Jharkhand,2020-21,26760141.0
Jharkhand,2021-22,34304456.0
Jharkhand,2022-23,37625540.0
Jharkhand,2023-24,42351528.0
Jharkhand,2024-25,46960494.0
Karnataka,2017-18,120901930.0
Karnataka,2018-19,134599856.0
Karnataka,2019-20,146844145.0
Karnataka,2020-21,147700812.0
Karnataka,2021-22,180452679.0
Karnataka,2022-23,209516100.0
Karnataka,2023-24,230865845.0
Karnataka,2024-25,260394756.0
Kerala,2017-18,63209367.0
Kerala,2018-19,71216110.0
Kerala,2019-20,72772184.0
Kerala,2020-21,68079798.0
Kerala,2021-22,81917594.0
Kerala,2022-23,91899746.0
Kerala,2023-24,100863183.0
Kerala,2024-25,111122940.0
Ladakh,2017-18,
Ladakh,2018-19,
Ladakh,2019-20,
Ladakh,2020-21,
Ladakh,2021-22,
Ladakh,2022-23,560909.0
Ladakh,2023-24,729503.0
Ladakh,2024-25,
Madhya Pradesh,2017-18,66076079.0
Madhya Pradesh,2018-19,75490924.0
Madhya Pradesh,2019-20,84480870.0
Madhya Pradesh,2020-21,85685442.0
Madhya Pradesh,2021-22,99930170.0
Madhya Pradesh,2022-23,110224902.0
Madhya Pradesh,2023-24,121801607.0
Madhya Pradesh,2024-25,134624492.0
Maharashtra,2017-18,208119493.0
Maharashtra,2018-19,222504927.0
Maharashtra,2019-20,233162918.0
Maharashtra,2020-21,226171906.0
Maharashtra,2021-22,274535359.0
Maharashtra,2022-23,317831779.0
Maharashtra,2023-24,353796793.0
Maharashtra,2024-25,395731855.0
Manipur,2017-18,2355665.0
Manipur,2018-19,2483997.0
Manipur,2019-20,2702476.0
Manipur,2020-21,2663187.0
Manipur,2021-22,3141664.0
Manipur,2022-23,3437903.0
Manipur,2023-24,3883583.0
Manipur,2024-25,
Meghalaya,2017-18,2645217.0
Meghalaya,2018-19,2882105.0
Meghalaya,2019-20,3122217.0
Meghalaya,2020-21,2997515.0
Meghalaya,2021-22,3598676.0
Meghalaya,2022-23,4194001.0
Meghalaya,2023-24,4792151.0
Meghalaya,2024-25,5382075.0
Mizoram,2017-18,1823862.0
Mizoram,2018-19,1953439.0
Mizoram,2019-20,2340477.0
Mizoram,2020-21,2099599.0
Mizoram,2021-22,2331681.0
Mizoram,2022-23,2634496.0
Mizoram,2023-24,2923356.0
Mizoram,2024-25,
Nagaland,2017-18,2164509.0
Nagaland,2018-19,2341197.0
Nagaland,2019-20,2652831.0
Nagaland,2020-21,2625606.0
Nagaland,2021-22,2815486.0
Nagaland,2022-23,3101390.0
Nagaland,2023-24,3488284.0
Nagaland,2024-25,
Odisha,2017-18,38751692.0
Odisha,2018-19,43964875.0
Odisha,2019-20,47299483.0
Odisha,2020-21,47014505.0
Odisha,2021-22,61352718.0
Odisha,2022-23,62131564.0
Odisha,2023-24,69861199.0
Odisha,2024-25,78968003.0
Puducherry,2017-18,2943625.0
Puducherry,2018-19,3111088.0
Puducherry,2019-20,3354044.0
Puducherry,2020-21,3251978.0
Puducherry,2021-22,3688697.0
Puducherry,2022-23,3769073.0
Puducherry,2023-24,4203573.0
Puducherry,2024-25,4796384.0
Punjab,2017-18,42263761.0
Punjab,2018-19,45921752.0
Punjab,2019-20,47891609.0
Punjab,2020-21,47335586.0
Punjab,2021-22,54213526.0
Punjab,2022-23,59931460.0
Punjab,2023-24,67112355.0
