state,year,value
Jammu & Kashmir,2016-17,64510.0
Jharkhand,2016-17,516686.0
Karnataka,2016-17,2059482.0
Delhi,2017-18,83194.0
Goa,2017-18,147534.0
Gujarat,2017-18,6072768.0
Haryana,2017-18,1664762.0
Himachal Pradesh,2017-18,267045.0
Jammu & Kashmir,2017-18,53405.0
Jharkhand,2017-18,148830.0
Karnataka,2017-18,2088495.0
Delhi,2018-19,99843.0
Goa,2018-19,180773.0
Gujarat,2018-19,6733738.0
Haryana,2018-19,2240823.0
Himachal Pradesh,2018-19,509758.0
Jammu & Kashmir,2018-19,69644.0
Jharkhand,2018-19,12855.0
Karnataka,2018-19,2708962.0
Delhi,2019-20,87880.0
Goa,2019-20,172064.0
Gujarat,2019-20,7214729.0
Haryana,2019-20,2019154.0
Himachal Pradesh,2019-20,382639.0
Jammu & Kashmir,2019-20,52306.0
Jharkhand,2019-20,858563.0
Karnataka,2019-20,2704094.0
Delhi,2020-21,75306.0
Goa,2020-21,195014.0
Gujarat,2020-21,5328214.0
Haryana,2020-21,1675985.0
Himachal Pradesh,2020-21,355911.0
Jammu & Kashmir,2020-21,40392.0
Jharkhand,2020-21,469998.0
Karnataka,2020-21,1828271.0
Delhi,2021-22,87831.0
Goa,2021-22,203676.0
Gujarat,2021-22,-891830.0
Haryana,2021-22,2066831.0
Himachal Pradesh,2021-22,453409.0
Jammu & Kashmir,2021-22,84045.0
Jharkhand,2021-22,477547.0
Karnataka,2021-22,2821739.0
Delhi,2022-23,177816.0
Goa,2022-23,355175.0
Gujarat,2022-23,10745601.0
Haryana,2022-23,3076884.0
Himachal Pradesh,2022-23,470369.0
Jammu & Kashmir,2022-23,85935.0
Jharkhand,2022-23,868881.0
Karnataka,2022-23,3259797.0
Delhi,2023-24,106197.0
Goa,2023-24,406651.0
Gujarat,2023-24,12579786.0
Haryana,2023-24,3714898.0
Himachal Pradesh,2023-24,474251.0
Jammu & Kashmir,2023-24,89060.0
Jharkhand,2023-24,1860329.0
Karnataka,2023-24,3686345.0
Kerala,2004-05,99183.0
Ladakh,2004-05,
Madhya Pradesh,2004-05,263717.0
Maharashtra,2004-05,1370863.0
Manipur,2004-05,
Meghalaya,2004-05,1165.0
Mizoram,2004-05,
Nagaland,2004-05,329.0
Odisha,2004-05,198451.0
Puducherry,2004-05,32166.0
Punjab,2004-05,216443.0
Kerala,2005-06,98284.0
Ladakh,2005-06,
Madhya Pradesh,2005-06,269850.0
Maharashtra,2005-06,1888617.0
Manipur,2005-06,21.0
Meghalaya,2005-06,7733.0
Mizoram,2005-06,
Nagaland,2005-06,312.0
Odisha,2005-06,666622.0
Puducherry,2005-06,52461.0
Punjab,2005-06,322930.0
Kerala,2006-07,159351.0
Ladakh,2006-07,
Madhya Pradesh,2006-07,369509.0
Maharashtra,2006-07,2510611.0
Manipur,2006-07,64.0
Meghalaya,2006-07,14647.0
Mizoram,2006-07,
Nagaland,2006-07,521.0
Odisha,2006-07,679583.0
Puducherry,2006-07,33334.0
Punjab,2006-07,434598.0
Kerala,2007-08,149872.0
Ladakh,2007-08,
Madhya Pradesh,2007-08,466021.0
Maharashtra,2007-08,2732440.0
Manipur,2007-08,118.0
Meghalaya,2007-08,14043.0
Mizoram,2007-08,
Nagaland,2007-08,327.0
Odisha,2007-08,1171949.0
Puducherry,2007-08,51121.0
Punjab,2007-08,466081.0
Kerala,2008-09,252350.0
Ladakh,2008-09,
Madhya Pradesh,2008-09,490523.0
Maharashtra,2008-09,3647409.0
Manipur,2008-09,32.0
Meghalaya,2008-09,10386.0
Mizoram,2008-09,
Nagaland,2008-09,225.0
Odisha,2008-09,1375172.0
Puducherry,2008-09,76821.0
Punjab,2008-09,581302.0
Kerala,2009-10,285055.0
Ladakh,2009-10,
Madhya Pradesh,2009-10,487102.0
Maharashtra,2009-10,3024453.0
Manipur,2009-10,328.0
Meghalaya,2009-10,38518.0
Mizoram,2009-10,
Nagaland,2009-10,8173.0
Odisha,2009-10,2486387.0
Puducherry,2009-10,42385.0
Punjab,2009-10,422011.0
Kerala,2010-11,218644.0
Ladakh,2010-11,
Madhya Pradesh,2010-11,655918.0
Maharashtra,2010-11,3636780.0
Manipur,2010-11,760.0
Meghalaya,2010-11,39717.0
Mizoram,2010-11,
Nagaland,2010-11,74.0
Odisha,2010-11,2585154.0
Puducherry,2010-11,36688.0
Punjab,2010-11,814159.0
Kerala,2011-12,223436.0
Ladakh,2011-12,
Madhya Pradesh,2011-12,812232.0
Maharashtra,2011-12,4655774.0
Manipur,2011-12,499.0
Meghalaya,2011-12,64972.0
Mizoram,2011-12,
Nagaland,2011-12,138.0
Odisha,2011-12,3036259.0
Puducherry,2011-12,39283.0
Punjab,2011-12,772143.0
Kerala,2012-13,266860.0
Ladakh,2012-13,
Madhya Pradesh,2012-13,1158554.0
Maharashtra,2012-13,5653066.0
Manipur,2012-13,999.0
Meghalaya,2012-13,57339.0
Mizoram,2012-13,
Nagaland,2012-13,249.0
Odisha,2012-13,2851057.0
Puducherry,2012-13,62833.0
Punjab,2012-13,629156.0
Kerala,2013-14,779284.0
Ladakh,2013-14,
Madhya Pradesh,2013-14,1585007.0
Maharashtra,2013-14,5609945.0
Manipur,2013-14,798.0
Meghalaya,2013-14,26295.0
Mizoram,2013-14,
Nagaland,2013-14,476.0
Odisha,2013-14,2760953.0
