state,year,value
Manipur,2019-20,34.5
Manipur,2020-21,37.3
Manipur,2021-22,32.0
Manipur,2022-23,21.4
Meghalaya,2013-14,21.4
Meghalaya,2014-15,33.1
Meghalaya,2015-16,32.3
Meghalaya,2016-17,35.7
Meghalaya,2017-18,35.1
Meghalaya,2018-19,43.1
Meghalaya,2019-20,40.6
Meghalaya,2020-21,34.7
Meghalaya,2021-22,34.2
Meghalaya,2022-23,22.1
Mizoram,2013-14,41.5
Mizoram,2014-15,42.1
Mizoram,2015-16,36.1
Mizoram,2016-17,35.5
Mizoram,2017-18,24.2
Mizoram,2018-19,25.2
Mizoram,2019-20,21.9
Mizoram,2020-21,23.9
Mizoram,2021-22,22.8
Mizoram,2022-23,18.7
Nagaland,2013-14,35.8
Nagaland,2014-15,26.5
Nagaland,2015-16,29.9
Nagaland,2016-17,20.8
Nagaland,2017-18,19.7
Nagaland,2018-19,20.7
Nagaland,2019-20,20.5
Nagaland,2020-21,21.9
Nagaland,2021-22,20.8
Nagaland,2022-23,20.5
Odisha,2013-14,38.9
Odisha,2014-15,42.0
Odisha,2015-16,39.1
Odisha,2016-17,38.2
Odisha,2017-18,38.1
Odisha,2018-19,34.9
Odisha,2019-20,22.7
Odisha,2020-21,24.4
Odisha,2021-22,22.9
Odisha,2022-23,21.3
Puducherry,2013-14,14.8
Puducherry,2014-15,14.9
Puducherry,2015-16,14.0
Puducherry,2016-17,15.6
Puducherry,2017-18,17.9
Puducherry,2018-19,13.3
Puducherry,2019-20,15.1
Puducherry,2020-21,12.1
Puducherry,2021-22,15.0
Puducherry,2022-23,14.6
Punjab,2013-14,20.7
Punjab,2014-15,18.5
Punjab,2015-16,18.5
Punjab,2016-17,17.6
Punjab,2017-18,17.5
Punjab,2018-19,14.7
Punjab,2019-20,16.0
Punjab,2020-21,14.8
Punjab,2021-22,14.5
Punjab,2022-23,14.2
Rajasthan,2013-14,26.9
Rajasthan,2014-15,27.5
Rajasthan,2015-16,29.1
